indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6
1735,1.0,L Goal,57:56:05,57:58:05,57:59:05,,TB,f2,s20,Big Chance,Tap In,
1736,1.0,H Shot On,58:02:22,58:04:22,58:05:22,,G3,e12,s23,,,
1737,6.0,R Goal,58:14:20,58:16:20,58:17:20,,G1,e11,s21,,,
1738,20.0,R Grounded Pass,58:19:20,58:21:20,58:24:19,,B4,c8,TB,h3,,
1739,4.0,L Grounded Pass,58:24:19,58:26:19,58:27:19,,TB,h3,B4,e5,,
1740,7.0,R Goal,58:39:05,58:41:05,58:42:05,,TB,e3,s21,,,
1741,21.0,R Grounded Pass,58:48:00,58:50:00,58:51:00,,G3,h3,TG,g2,,
1742,22.0,R Grounded Pass,58:54:12,58:56:12,58:57:12,,B4,b6,TB,e6,,
1743,2.0,R Shot On,59:24:04,59:26:04,59:27:04,,G3,a10,s10,,,
1744,23.0,R Grounded Pass,59:48:23,59:50:23,59:51:23,,TG,d8,G4,d11,,
1745,3.0,R Shot On,59:51:11,59:53:11,59:54:11,,G4,e11,s17,,,
1746,6.0,R Unsucc Pass,59:56:01,59:58:01,59:59:01,,TB,d4,B4,b3,,
1747,5.0,L Grounded Pass,60:00:02,60:02:02,60:03:02,,G4,b9,G3,g10,,
1748,8.0,R Goal,60:01:12,60:03:12,60:04:12,,G3,g10,s5,,,
1749,4.0,R Shot On,60:27:09,60:29:09,60:30:09,,G3,i4,s9,,,
1750,24.0,R Grounded Pass,60:50:17,60:52:17,60:53:17,,TB,h2,B4,e7,,
1751,25.0,R Grounded Pass,60:53:16,60:55:16,60:56:16,,B4,e6,TB,a3,,
1752,26.0,R Grounded Pass,61:10:05,61:12:05,61:13:05,,TG,c4,G3,f6,,
1753,7.0,R Unsucc Pass,61:13:01,61:15:01,61:16:01,,G3,f6,TG,c11,,
1754,1.0,R Aerial Pass,61:24:01,61:26:01,61:27:01,,TB,h10,TB,i4,Bloopers,
1755,1.0,L Unsucc Pass,61:33:12,61:35:12,61:36:12,,TB,c6,B4,c2,,
1756,9.0,R Goal,61:42:19,61:44:19,61:45:19,,TB,e1,s22,,,
1757,8.0,R Unsucc Pass,61:51:17,61:53:17,61:54:17,,G3,g12,TG,e10,,
1758,27.0,R Grounded Pass,62:01:21,62:03:21,62:04:21,,TG,f8,G3,f11,,
1759,9.0,R Unsucc Pass,62:03:11,62:05:11,62:06:11,,G3,f11,TG,d10,,
1760,2.0,R Shot Wide,62:11:15,62:13:15,62:14:15,,G4,f6,OT 5,,,
1761,10.0,R Unsucc Pass,62:43:19,62:45:19,62:46:19,,TB,d4,B4,b3,,
1762,6.0,L Grounded Pass,62:46:03,62:48:03,62:49:03,,B4,b3,TB,d7,,
1763,28.0,R Grounded Pass,63:01:16,63:03:16,63:04:16,,G3,e3,TG,d6,,
1764,29.0,R Grounded Pass,63:20:15,63:22:15,63:23:15,,B4,c10,TB,f10,,
1765,30.0,R Grounded Pass,63:24:22,63:26:22,63:27:22,,TB,g11,B4,c10,,
1766,11.0,R Unsucc Pass,63:25:24,63:27:24,63:28:24,,B4,c10,TB,f7,,
1767,31.0,R Grounded Pass,63:51:11,63:53:11,63:54:11,,G4,f4,G3,i6,,
1768,12.0,R Unsucc Pass,63:55:05,63:57:05,63:58:05,,G3,i6,G4,b9,,
1769,32.0,R Grounded Pass,64:12:09,64:14:09,64:15:09,,TG,e1,G4,c6,,
1770,7.0,L Grounded Pass,64:17:10,64:19:10,64:20:10,,G4,c7,TG,b11,,
1771,33.0,R Grounded Pass,65:21:15,65:23:15,65:24:15,,B4,f11,TB,b9,,
1772,34.0,R Grounded Pass,65:28:11,65:30:11,65:31:11,,G1,f2,G4,d6,,
1773,35.0,R Grounded Pass,65:29:19,65:31:19,65:32:19,,G4,d9,G3,g10,,
1774,10.0,R Goal,65:31:00,65:33:00,65:34:00,,G3,g10,s11,,,
1775,5.0,R Shot On,66:09:12,66:11:12,66:12:12,,G4,d10,s17,,,
1776,36.0,R Grounded Pass,66:23:00,66:25:00,66:26:00,,B4,e3,TB,f1,,
1777,1.0,Own Goal,66:26:19,66:28:19,66:29:19,,TG,e1,s22,,,
1778,37.0,R Grounded Pass,66:34:02,66:36:02,66:37:02,,G3,e5,TG,a4,,
1779,38.0,R Grounded Pass,66:43:16,66:45:16,66:46:16,,TG,c3,G3,e4,,
1780,11.0,R Goal,66:58:08,67:00:08,67:01:08,,TB,c2,s22,Solo Goal,HLs,
1781,1.0,L Shot On,67:05:08,67:07:08,67:08:08,,G4,c11,s9,,,
1782,12.0,R Goal,67:10:13,67:12:13,67:13:13,,G4,c11,s9,,,
1783,2.0,L Goal,67:19:20,67:21:20,67:22:20,,TB,e1,s21,Tap In,,
1784,39.0,R Grounded Pass,67:29:16,67:31:16,67:32:16,,TG,f2,G4,c4,,
1785,2.0,L Unsucc Pass,67:32:21,67:34:21,67:35:21,,G4,c6,G3,h9,,
1786,40.0,R Grounded Pass,68:18:00,68:20:00,68:21:00,,TB,f10,B4,b9,,
1787,41.0,R Grounded Pass,68:18:05,68:20:05,68:21:05,,B4,b10,TB,e5,,
1788,42.0,R Grounded Pass,68:47:18,68:49:18,68:50:18,,TB,b10,B4,b10,,
1789,13.0,R Goal,69:22:15,69:24:15,69:25:15,,TG,f12,s22,Big Chance,,
1790,1.0,R Aerial Pass,30:48:20,30:50:20,30:51:20,,B3,c10,B5,c3,,
1791,1.0,R Unsucc Pass,30:50:06,30:52:06,30:53:06,,B5,c4,TB,d3,,
1792,1.0,R Shot Post,31:07:09,31:09:09,31:10:09,,B5,f4,s13,,,
1793,1.0,R Goal,31:14:01,31:16:01,31:17:01,,TG,g10,s13,,,
1794,1.0,R Grounded Pass,31:21:15,31:23:15,31:24:15,,B3,c10,B5,a7,,
1795,2.0,R Unsucc Pass,31:50:02,31:52:02,31:53:02,,B1,h7,B5,g11,Blunder,
1796,2.0,R Goal,31:54:11,31:56:11,31:57:11,,TG,f10,s16,,,
1797,3.0,R Goal,32:04:08,32:06:08,32:07:08,,TG,c8,s8,,,
1798,3.0,R Unsucc Pass,32:15:08,32:17:08,32:18:08,,B5,g11,B1,g2,,
1799,1.0,R Shot Wide,32:49:11,32:51:11,32:52:11,,B5,f10,OT 8,,,
1800,2.0,R Grounded Pass,32:56:20,32:58:20,32:59:20,,TB,c4,B1,e3,,
1801,2.0,R Aerial Pass,32:58:17,33:00:17,33:01:17,,B1,e3,TB,c3,,
1802,3.0,R Aerial Pass,33:01:10,33:03:10,33:04:10,,TB,c3,B1,h1,,
1803,4.0,R Unsucc Pass,33:12:22,33:14:22,33:15:22,,B3,b9,TB,a5,,
1804,4.0,R Goal,33:22:12,33:24:12,33:25:12,,TB,d1,s22,,,
1805,5.0,R Unsucc Pass,33:42:15,33:44:15,33:45:15,,B1,c8,TB,e3,,
1806,3.0,R Grounded Pass,33:47:21,33:49:21,33:50:21,,B5,h7,B1,b4,,
1807,1.0,R Shot On,33:52:17,33:54:17,33:55:17,,B1,b4,s5,,,
1808,2.0,R Shot On,34:08:10,34:10:10,34:11:10,,B3,f2,s21,,,
1809,5.0,R Goal,34:15:04,34:17:04,34:18:04,,TG,e12,s20,,,
1810,4.0,R Grounded Pass,34:20:15,34:22:15,34:23:15,,B5,g10,TB,i3,,
1811,5.0,R Grounded Pass,34:48:16,34:50:16,34:51:16,,B5,i10,TB,h3,,
1812,6.0,R Unsucc Pass,35:12:00,35:14:00,35:15:00,,B1,e6,TB,h3,,
1813,3.0,R Shot On,35:24:03,35:26:03,35:27:03,,B1,d3,s22,,,
1814,6.0,R Grounded Pass,35:35:00,35:37:00,35:39:23,,B3,e8,TB,i8,,
1815,1.0,L Unsucc Pass,35:37:12,35:39:12,35:40:12,,TB,g3,B1,c2,,
1816,7.0,R Grounded Pass,36:04:08,36:06:08,36:07:08,,B3,c4,TB,g3,,
1817,1.0,L Goal,36:05:18,36:07:18,36:08:18,,TB,g3,s20,,,
1818,7.0,R Unsucc Pass,36:28:02,36:30:02,36:31:02,,B5,c9,B1,c4,,
1819,8.0,R Grounded Pass,36:32:18,36:34:18,36:35:18,,B1,b3,B5,d3,,
1820,9.0,R Grounded Pass,36:34:04,36:36:04,36:37:04,,B5,d3,B1,d1,Through Ball,
1821,1.0,L Shot Wide,36:36:05,36:38:05,36:39:05,,B1,d1,OT 1,,,
1822,10.0,R Grounded Pass,37:03:18,37:05:18,37:06:18,,B5,d9,TB,i7,,
1823,4.0,R Aerial Pass,37:04:20,37:06:20,37:07:20,,TB,i7,B1,e3,,
1824,11.0,R Grounded Pass,37:39:01,37:41:01,37:42:01,,B5,a8,B3,a7,,
1825,12.0,R Grounded Pass,37:39:23,37:41:23,37:42:23,,B3,a7,B1,c4,,
1826,13.0,R Grounded Pass,37:40:21,37:42:21,37:43:21,,B1,c4,TB,f3,,
1827,2.0,R Shot Post,37:53:18,37:55:18,37:57:12,,B5,a2,s13,,,
1828,2.0,L Goal,38:20:06,38:22:06,38:23:06,,TG,f11,s14,,,
1829,14.0,R Grounded Pass,38:38:03,38:40:03,38:41:03,,B3,c11,TB,a9,,
1830,15.0,R Grounded Pass,38:42:20,38:44:20,38:45:20,,TB,e4,B1,g3,,
1831,2.0,R Shot Wide,38:43:22,38:45:22,38:46:22,,B1,g3,OT 4,,,
1832,2.0,L Unsucc Pass,39:13:06,39:15:06,39:16:06,,TB,i3,B5,b3,,
1833,16.0,R Grounded Pass,39:16:04,39:18:04,39:19:04,,TB,h3,B5,a4,,
1834,17.0,R Grounded Pass,39:44:07,39:46:07,39:47:07,,B5,c10,TB,i6,,
1835,3.0,L Goal,39:48:00,39:50:00,39:51:00,,TB,g3,s14,,,
1836,6.0,R Goal,39:56:18,39:58:18,39:59:18,,TG,d11,s16,,,
1837,18.0,R Grounded Pass,40:05:10,40:07:10,40:08:10,,B5,e10,TB,i9,,
1838,19.0,R Grounded Pass,40:11:01,40:13:01,40:14:01,,TB,e2,B5,d3,,
1839,4.0,R Shot On,40:12:02,40:14:02,40:15:02,,B5,d3,s16,,,
1840,8.0,R Unsucc Pass,40:33:13,40:35:13,40:36:13,,B5,d9,TB,e2,,
1841,3.0,R Shot Wide,41:07:01,41:09:01,41:10:01,,B5,a3,OT 8,,,
1842,3.0,L Unsucc Pass,41:23:16,41:25:16,41:26:16,,TB,i9,B5,d3,,
1843,20.0,R Grounded Pass,41:48:08,41:50:08,41:51:08,,TB,h3,B1,a7,,
1844,4.0,L Unsucc Pass,41:48:19,41:50:19,41:51:19,,B1,a7,B5,a4,,
1845,4.0,R Shot Wide,42:05:12,42:07:12,42:08:12,,B5,c6,OT 1,,,
1846,21.0,R Grounded Pass,42:25:17,42:27:17,42:28:17,,B1,g10,B5,e7,,
1847,22.0,R Grounded Pass,42:30:05,42:32:05,42:33:05,,B5,d5,TB,d2,,
1848,23.0,R Grounded Pass,42:56:17,42:58:17,42:59:17,,B1,i7,TB,a6,,
1849,5.0,R Shot On,43:07:20,43:09:20,43:10:20,,B5,d3,s22,,,
1850,7.0,R Goal,43:09:04,43:11:04,43:12:04,,B5,d3,s22,,,
1851,8.0,R Goal,43:36:12,43:38:12,43:39:12,,TG,d12,s18,,,
1852,24.0,R Grounded Pass,44:03:21,44:05:21,44:06:21,,B1,c7,TB,a3,,
1853,25.0,R Grounded Pass,44:06:16,44:08:16,44:09:16,,TB,d3,B5,f3,,
1854,9.0,R Goal,44:07:06,44:09:06,44:10:06,,B5,g4,s14,Big Chance,,
1855,26.0,R Grounded Pass,44:53:18,44:55:18,44:56:18,,B5,b7,TB,e3,,
1856,27.0,R Grounded Pass,45:15:13,45:17:13,45:18:13,,B5,b4,TB,h2,,
1857,28.0,R Grounded Pass,45:44:18,45:46:18,45:47:18,,B5,a6,TB,e3,Through Ball,
1858,29.0,R Grounded Pass,46:05:18,46:07:18,46:08:18,,B1,c9,TB,b5,,
1859,1.0,L Grounded Pass,46:07:23,46:09:23,46:10:23,,TB,c6,B5,g3,,
1860,5.0,R Shot Wide,46:09:06,46:11:06,46:12:06,,B5,g2,OT 6,,,
1861,30.0,R Grounded Pass,47:05:15,47:07:15,47:08:15,,B3,e12,TB,f9,,
1862,31.0,R Grounded Pass,47:15:18,47:17:18,47:18:18,,B1,h11,B5,f8,,
1863,32.0,R Grounded Pass,47:18:04,47:20:04,47:21:04,,B5,f8,TB,e4,,
1864,10.0,R Goal,47:48:20,47:50:20,47:55:21,,TB,c2,s21,HLs,,
1865,33.0,R Grounded Pass,49:02:02,49:04:02,49:05:02,,B1,g11,B5,a7,,
1866,34.0,R Grounded Pass,49:04:02,49:06:02,49:07:02,,B5,a7,TB,f4,HLs,
1867,35.0,R Grounded Pass,49:26:02,49:28:02,49:29:02,,TB,h6,B1,i8,,
1868,9.0,R Unsucc Pass,49:30:01,49:32:01,49:33:01,,B1,g6,TB,i4,,
1869,36.0,R Grounded Pass,49:58:12,50:00:12,50:01:12,,TB,e12,B1,g11,,
1870,37.0,R Grounded Pass,50:00:01,50:02:01,50:03:01,,B1,g11,TB,i6,,
1871,2.0,L Grounded Pass,50:01:02,50:03:02,50:04:02,,TB,i6,B5,g7,,
1872,38.0,R Grounded Pass,50:02:15,50:04:15,50:05:15,,B5,h7,B3,c3,Through Ball,
1873,39.0,R Grounded Pass,50:04:23,50:06:23,50:07:23,,B3,c3,TB,f2,,
1874,11.0,R Goal,50:05:11,50:07:11,50:08:11,,TB,f2,s9,Big Chance,Tap In,
1875,10.0,R Unsucc Pass,50:56:15,50:58:15,50:59:15,,B5,b3,TB,g2,,
1876,40.0,R Grounded Pass,50:59:01,51:01:01,51:02:01,,B5,d5,TB,g5,,
1877,41.0,R Grounded Pass,51:40:12,51:42:12,51:43:12,,B5,f11,B1,h4,,
1878,11.0,R Unsucc Pass,51:41:21,51:43:21,51:44:21,,B1,h3,TB,c3,,
1879,12.0,R Unsucc Pass,51:59:02,52:01:02,52:02:02,,B5,d6,TB,c3,,
1880,13.0,R Unsucc Pass,52:01:17,52:03:17,52:04:17,,B5,d7,TB,b2,,
1881,3.0,R Shot Post,52:05:13,52:07:13,52:08:13,,B5,a4,s6,HLs,,
1882,12.0,R Goal,52:34:11,52:36:11,52:37:11,,B5,e9,s16,Long Range,,
1883,5.0,R Aerial Pass,52:53:23,52:55:23,52:56:23,,B5,g7,TB,a4,,
1884,1.0,Headed Pass,52:59:20,53:01:20,53:02:20,,B1,c9,B5,g7,Bloopers,
1885,42.0,R Grounded Pass,53:02:24,53:04:24,53:05:24,,B5,g6,TB,a5,,
1886,5.0,L Unsucc Pass,53:10:18,53:12:18,53:13:18,,TB,d12,B5,b2,,
1887,6.0,L Unsucc Pass,53:13:00,53:15:00,53:16:00,,B3,f4,B5,d2,,
1888,43.0,R Grounded Pass,53:13:08,53:15:08,53:16:08,,TB,b4,B3,e4,,
1889,13.0,R Goal,53:15:07,53:17:07,53:18:07,,B3,f3,s17,Big Chance,,
1890,14.0,R Unsucc Pass,53:46:22,53:48:22,53:49:22,,B5,b2,B1,f3,,
1891,3.0,L Grounded Pass,53:52:21,53:54:21,53:55:21,,B5,c2,B1,,,
1892,14.0,R Goal,53:52:21,53:54:21,53:55:21,,B1,e2,s21,Big Chance,Tap In,
1893,4.0,L Goal,55:03:00,55:05:00,55:06:00,,TG,g11,s7,,,
1894,44.0,R Grounded Pass,55:32:19,55:34:19,55:35:19,,B1,d10,TB,b7,,
1895,6.0,R Shot Wide,56:03:23,56:05:23,56:06:23,,B1,g11,OT 1,,,
1896,5.0,L Goal,57:10:24,57:12:24,57:13:24,,TG,f10,s8,,,
1897,45.0,R Grounded Pass,57:17:15,57:19:15,57:20:15,,B3,f11,B1,i10,,
1898,15.0,R Unsucc Pass,57:19:13,57:21:13,57:22:13,,B1,i10,TB,e8,,
1899,15.0,R Goal,57:32:05,57:34:05,57:35:05,,TG,e10,s9,,,
1900,4.0,L Grounded Pass,57:48:21,57:50:21,57:51:21,,TB,f8,B1,d4,,
1901,46.0,R Grounded Pass,58:42:21,58:44:21,58:45:21,,B1,a9,B3,b5,,
1902,47.0,R Grounded Pass,58:44:11,58:46:11,58:47:11,,B3,b5,TB,g6,,
1903,5.0,L Grounded Pass,58:46:03,58:48:03,58:49:03,,TB,g6,B3,c4,,
1904,48.0,R Grounded Pass,58:47:06,58:49:06,58:50:06,,B3,c4,TB,c1,,
1905,6.0,L Goal,58:50:07,58:52:07,58:53:07,,B3,d1,s22,,,
1906,49.0,R Grounded Pass,59:07:03,59:09:03,59:10:03,,B3,e8,B5,c3,Through Ball,
1907,7.0,R Shot Wide,59:08:13,59:10:13,59:11:13,,B5,c3,OT 1,,,
1908,50.0,R Grounded Pass,59:16:10,59:18:10,59:19:10,,B1,f10,TB,e12,,
1909,51.0,R Grounded Pass,59:19:24,59:21:24,59:22:24,,TB,e12,B5,a4,,
1910,16.0,R Goal,59:21:21,59:23:21,59:24:21,,B5,a4,s9,HLs,,
1911,1.0,R Grounded Pass,28:44:17,28:46:17,28:47:17,,TB,g3,B4,f4,,
1912,2.0,R Grounded Pass,28:45:17,28:47:17,28:48:17,,B4,f4,TB,d2,,
1913,1.0,L Unsucc Pass,28:51:17,28:53:17,28:54:17,,TB,e5,B4,g7,,
1914,1.0,L Grounded Pass,28:59:14,29:01:14,29:02:14,,TG,g11,G3,d8,,
1915,3.0,R Grounded Pass,29:07:10,29:09:10,29:10:10,,TB,d1,B4,g9,,
1916,4.0,R Grounded Pass,29:10:15,29:12:15,29:13:15,,B4,h9,TB,d8,,
1917,2.0,L Grounded Pass,29:30:06,29:32:06,29:33:06,,TB,d9,B4,e7,,
1918,1.0,R Shot On,29:32:19,29:34:19,29:35:19,,B4,f9,s15,HLs,,
1919,5.0,R Grounded Pass,29:38:04,29:40:04,29:41:04,,TB,i8,B4,f8,,
1920,6.0,R Grounded Pass,29:47:24,29:49:24,29:50:24,,TB,b9,B4,e7,,
1921,1.0,R Unsucc Pass,29:49:04,29:51:04,29:52:04,,B4,e6,TB,c11,,
1922,7.0,R Grounded Pass,30:28:07,30:30:07,30:31:07,,TG,g8,G3,d9,,
1923,8.0,R Grounded Pass,30:41:12,30:43:12,30:44:12,,TB,g12,B4,e11,,
1924,2.0,R Shot On,30:43:00,30:45:00,30:46:00,,B4,e11,s17,Big Chance,,
1925,9.0,R Grounded Pass,30:45:08,30:47:08,30:48:08,,TB,g12,B4,e10,,
1926,3.0,L Grounded Pass,30:46:20,30:48:20,30:49:20,,B4,e10,TB,g12,,
1927,3.0,R Shot On,30:48:04,30:50:04,30:51:04,,TB,g12,s17,Big Chance,,
1928,10.0,R Grounded Pass,31:29:09,31:31:09,31:32:09,,B4,a11,TB,d6,,
1929,11.0,R Grounded Pass,31:35:06,31:37:06,31:38:06,,TB,e8,B4,a9,,
1930,4.0,R Shot On,31:39:20,31:41:20,31:42:20,,B4,b9,s9,HLs,,
1931,1.0,L Aerial Pass,31:53:11,31:55:11,31:56:11,,TG,a4,G3,g11,,
1932,2.0,R Unsucc Pass,31:57:15,31:59:15,32:00:15,,G3,g10,TG,a2,,
1933,3.0,R Unsucc Pass,32:06:03,32:08:03,32:09:03,,G3,g9,TG,a2,Bloopers,
1934,1.0,R Aerial Pass,32:12:20,32:14:20,32:16:01,,B4,b9,TB,e10,Through Ball,
1935,12.0,R Grounded Pass,32:18:20,32:20:20,32:21:20,,B4,b12,TB,b9,,
1936,1.0,R Shot Post,32:21:02,32:23:02,32:24:02,,TB,b9,s4,HLs,,
1937,13.0,R Grounded Pass,32:48:21,32:50:21,32:51:21,,G3,d3,TG,g2,,
1938,1.0,L Shot Wide,32:50:01,32:52:01,32:53:01,,TG,f2,OT 1,Big Chance,,
1939,14.0,R Grounded Pass,33:00:21,33:02:21,33:03:21,,TB,g5,B4,c9,,
1940,4.0,R Unsucc Pass,33:28:08,33:30:08,33:31:08,,G3,c5,TG,g3,,
1941,15.0,R Grounded Pass,33:46:07,33:48:07,33:49:07,,TB,d8,B4,e9,,
1942,4.0,L Grounded Pass,33:47:15,33:49:15,33:50:15,,B4,e9,TB,c10,,
1943,2.0,L Shot Wide,33:48:13,33:50:13,33:51:13,,TB,c10,OT 2,,,
1944,16.0,R Grounded Pass,33:55:02,33:57:02,33:58:02,,G3,c11,TG,b5,,
1945,5.0,R Shot On,33:59:08,34:01:08,34:02:08,,TG,b3,s11,,,
1946,17.0,R Grounded Pass,34:19:22,34:21:22,34:22:22,,G3,g9,TG,g4,,
1947,18.0,R Grounded Pass,34:31:02,34:33:02,34:34:02,,G3,h9,TG,e12,,
1948,2.0,L Unsucc Pass,34:40:04,34:42:04,34:43:04,,TG,g7,G3,g10,,
1949,2.0,R Aerial Pass,34:50:14,34:52:14,34:53:14,,G3,g11,TG,b4,,
1950,19.0,R Grounded Pass,35:19:02,35:21:02,35:22:02,,B4,g9,TB,b8,,
1951,5.0,R Unsucc Pass,35:27:19,35:29:19,35:30:19,,G3,d10,TG,g8,,
1952,20.0,R Grounded Pass,35:36:05,35:38:05,35:39:12,,TB,e1,B4,h8,,
1953,21.0,R Grounded Pass,35:45:22,35:47:22,35:48:22,,G3,h7,TG,d11,,
1954,6.0,R Unsucc Pass,35:57:22,35:59:22,36:00:22,,TB,h8,B4,d8,,
1955,7.0,R Unsucc Pass,36:10:23,36:12:23,36:13:23,,TB,f1,B4,b10,,
1956,22.0,R Grounded Pass,36:18:13,36:20:13,36:21:13,,TG,b9,G3,g10,,
1957,23.0,R Grounded Pass,36:21:11,36:23:11,36:24:11,,G3,g10,TG,d12,,
1958,24.0,R Grounded Pass,36:27:07,36:29:07,36:30:07,,TB,f5,B4,c9,,
1959,25.0,R Grounded Pass,36:28:10,36:30:10,36:31:10,,B4,c9,TB,f10,,
1960,8.0,R Unsucc Pass,36:30:06,36:32:06,36:33:06,,TB,f10,B4,c11,,
1961,26.0,R Grounded Pass,36:35:17,36:37:17,36:38:17,,G3,a4,TG,f3,,
1962,9.0,R Unsucc Pass,36:40:13,36:42:13,36:43:13,,TB,g10,B4,c11,,
1963,10.0,R Unsucc Pass,36:42:17,36:44:17,36:45:17,,TG,g7,G3,d4,,
1964,27.0,R Grounded Pass,36:49:18,36:51:18,36:52:18,,TB,f7,B4,a10,,
1965,11.0,R Unsucc Pass,36:52:00,36:54:00,36:55:00,,B4,a10,TB,e11,,
1966,28.0,R Grounded Pass,36:53:21,36:55:21,36:56:21,,B4,a10,TB,a8,,
1967,12.0,R Unsucc Pass,37:02:18,37:04:18,37:05:18,,TG,f10,G3,b7,,
1968,13.0,R Unsucc Pass,38:03:03,38:05:03,38:06:03,,TB,e2,B4,f10,,
1969,29.0,R Grounded Pass,38:28:01,38:30:01,38:31:01,,TB,f4,B4,b8,,
1970,14.0,R Unsucc Pass,38:29:17,38:31:17,38:32:17,,B4,a8,TB,e9,,
1971,30.0,R Grounded Pass,38:32:11,38:34:11,38:35:11,,TB,e6,B4,a9,,
1972,5.0,L Grounded Pass,38:34:15,38:36:15,38:37:15,,B4,a10,TB,e10,HLs,
1973,6.0,R Shot On,38:35:22,38:37:22,38:38:22,,TB,e10,s15,Big Chance,,
1974,31.0,R Grounded Pass,38:49:21,38:51:21,38:52:21,,TB,g6,B4,d10,,
1975,32.0,R Grounded Pass,38:59:18,39:01:18,39:02:18,,TB,c7,B4,c9,,
1976,1.0,R Shot Wide,39:02:11,39:04:11,39:05:11,,B4,d9,OT 2,,,
1977,33.0,R Grounded Pass,39:18:13,39:20:13,39:21:13,,B4,b6,TB,b4,,
1978,15.0,R Unsucc Pass,39:21:10,39:23:10,39:24:10,,TB,e8,B4,b10,,
1979,6.0,L Grounded Pass,41:46:08,41:48:08,41:49:08,,TG,g5,G3,f10,,
1980,34.0,R Grounded Pass,41:50:07,41:52:07,41:53:07,,G3,f6,TG,g2,,
1981,35.0,R Grounded Pass,42:03:18,42:05:18,42:06:18,,TB,c3,B4,b10,,
1982,36.0,R Grounded Pass,42:26:24,42:28:24,42:29:24,,G3,e5,TG,f3,,
1983,2.0,R Shot Wide,42:28:12,42:30:12,42:31:12,,TG,f3,OT 1,,,
1984,16.0,R Unsucc Pass,42:57:14,42:59:14,43:00:14,,B4,e9,TB,b11,,
1985,17.0,R Unsucc Pass,43:05:06,43:07:06,43:08:06,,G3,d11,TG,b8,,
1986,37.0,R Grounded Pass,43:13:12,43:15:12,43:16:12,,TG,d10,G3,b9,,
1987,38.0,R Grounded Pass,43:19:23,43:21:23,43:22:23,,G3,f9,TG,h7,,
1988,18.0,R Unsucc Pass,43:24:21,43:26:21,43:27:21,,TB,f9,B4,c10,HLs,
1989,3.0,R Shot Wide,43:37:22,43:39:22,43:44:16,,G3,e2,OT 1,Big Chance,HLs,
1990,7.0,L Grounded Pass,44:00:05,44:02:05,44:03:05,,TB,c5,B4,c6,,
1991,39.0,R Grounded Pass,44:04:20,44:06:20,44:07:20,,B4,e9,TB,g10,,
1992,1.0,R Goal,44:07:01,44:09:01,44:10:01,,TB,f10,s17,Big Chance,,
1993,40.0,R Grounded Pass,44:14:21,44:16:21,44:17:21,,G3,d10,TG,e7,,
1994,8.0,L Grounded Pass,44:24:04,44:26:04,44:27:04,,G3,f10,TG,h8,,
1995,41.0,R Grounded Pass,44:28:04,44:30:04,44:31:04,,TB,f6,B4,c10,,
1996,4.0,R Shot Wide,44:29:16,44:31:16,44:32:16,,B4,d10,OT 1,Big Chance,,
1997,42.0,R Grounded Pass,44:47:12,44:49:12,44:51:23,,TB,e2,B4,e9,,
1998,43.0,R Grounded Pass,44:51:00,44:53:00,44:54:00,,B4,e9,TB,a10,,
1999,9.0,L Grounded Pass,44:53:09,44:55:09,44:56:09,,TB,a11,B4,b9,,
2000,44.0,R Grounded Pass,45:30:06,45:32:06,45:33:06,,B4,e8,TB,c10,,
2001,7.0,R Shot On,45:31:23,45:33:23,45:34:23,,TB,d10,s10,Big Chance,,
2002,19.0,R Unsucc Pass,45:39:06,45:41:06,45:42:06,,TG,d11,G3,g7,,
2003,45.0,R Grounded Pass,45:43:17,45:45:17,45:46:17,,TG,e11,G3,f8,,
2004,10.0,L Grounded Pass,45:45:05,45:47:05,45:48:05,,G3,e8,TG,i5,,
2005,5.0,R Shot Wide,46:21:17,46:23:17,46:24:17,,B4,d11,OT 3,Big Chance,,
2006,46.0,R Grounded Pass,46:34:21,46:36:21,46:37:21,,G3,c10,TG,e5,,
2007,8.0,R Shot On,46:36:16,46:38:16,46:39:16,,TG,d3,s15,Big Chance,,
2008,47.0,R Grounded Pass,46:40:12,46:42:12,46:43:12,,TB,c7,B4,b9,,
2009,48.0,R Grounded Pass,46:42:14,46:44:14,46:45:14,,B4,c10,TB,f11,,
2010,2.0,R Goal,46:43:16,46:45:16,46:46:17,,TB,f11,s21,Counter Attack,Tap In,
2011,49.0,R Grounded Pass,46:54:15,46:56:15,46:57:15,,G3,e11,TG,h10,,
2012,50.0,R Grounded Pass,47:18:01,47:20:01,47:21:01,,TB,i11,B4,i8,,
2013,51.0,R Grounded Pass,47:19:13,47:21:13,47:22:13,,B4,i8,TB,i11,,
2014,52.0,R Grounded Pass,47:28:06,47:30:06,47:31:06,,B4,h7,TB,h10,,
2015,20.0,R Unsucc Pass,47:45:03,47:47:03,47:48:03,,B4,h5,TB,h9,,
2016,3.0,L Unsucc Pass,47:51:14,47:53:14,47:54:14,,TG,f11,G3,h4,,
2017,3.0,R Goal,47:58:01,48:00:01,48:08:15,,G3,f2,s14,Big Chance,HLs,
2018,53.0,R Grounded Pass,48:09:09,48:11:09,48:12:09,,B4,h4,TB,h9,,
2019,54.0,R Grounded Pass,48:19:17,48:21:17,48:22:17,,G3,c6,TG,f3,,
2020,55.0,R Grounded Pass,48:21:05,48:23:05,48:24:15,,TG,e4,G3,f6,,
