indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6,shotXPrelim,shotYPrelim,shotX,shotY,goalpoint,distY,distX,shotDist,shotAng,isShot,isOnTarget,isGoal,isHeader,isBigChance,isCounter,isTapIn,prevD5,prevD6,prevCat,isThroughball,isGround,goalLoc,minute
438,4.0,R Goal,51:36:02,51:38:02,51:39:02,,TB,d9,s6,nan,nan,,d,9,4,9,13,4,1,4.123105625617661,75.96375653207352,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s6,51
441,1.0,R Shot Post,52:07:05,52:09:05,52:10:05,,B6,f10,s19,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s19,52
460,1.0,L Shot On,55:34:02,55:36:02,55:37:02,,G4,e2,s10,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,55
462,2.0,R Shot On,55:42:14,55:44:14,55:45:14,,G5,c3,s12,HLs,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,HLs,nan,R Grounded Pass,0,1,s12,55
469,5.0,R Goal,56:40:23,56:42:23,56:43:23,,TB,d11,s15,Big Chance,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s15,56
470,3.0,R Shot On,56:47:13,56:49:13,56:50:13,,G5,g3,s22,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s22,56
475,6.0,R Goal,57:06:21,57:08:21,57:09:21,,TB,d11,s11,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s11,57
477,7.0,R Goal,58:01:22,58:03:22,58:04:22,,G4,g3,s11,HLs,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s11,58
478,8.0,R Goal,58:55:16,58:57:16,58:58:16,,G5,e2,s15,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s15,58
482,4.0,R Shot On,59:52:10,59:54:10,59:55:10,,TG,e8,s15,HLs,nan,,e,8,5,8,13,5,0,5.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s15,59
488,9.0,R Goal,61:31:04,61:33:04,61:34:04,,G4,g3,s12,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Aerial Pass,0,0,s12,61
494,10.0,R Goal,62:11:02,62:13:02,62:14:02,,G4,h3,s4,nan,nan,,h,3,8,3,0,3,3,4.242640687119285,45.00000000000001,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s4,62
500,1.0,R Goal,53:25:18,53:27:18,53:28:18,,TG,f12,s16,nan,nan,,f,12,6,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,53
507,1.0,R Shot On,54:18:15,54:20:15,54:21:15,,B4,e5,s10,nan,nan,,e,5,5,5,0,5,0,5.0,90.0,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s10,54
508,2.0,R Goal,54:32:09,54:34:09,54:35:09,,TG,e12,s21,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s21,54
512,2.0,R Shot On,54:50:07,54:52:07,54:53:07,,G2,f11,s9,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s9,54
513,3.0,R Shot On,54:56:09,54:58:09,54:59:09,,G2,f11,s10,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Shot On,0,0,s10,54
517,1.0,R Shot Wide,55:20:23,55:22:23,55:23:23,,B4,b2,OT 7,nan,nan,,b,2,2,2,0,2,3,3.605551275463989,33.69006752597979,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 7,55
520,2.0,R Shot Wide,55:33:21,55:35:21,55:36:21,,G2,c8,OT 7,nan,nan,,c,8,3,8,13,5,2,5.385164807134504,68.19859051364821,1,0,0,0,0,0,0,HLs,nan,R Grounded Pass,0,1,OT 7,55
523,4.0,R Shot On,55:58:06,56:00:06,56:01:06,,G2,c8,s20,HLs,nan,,c,8,3,8,13,5,2,5.385164807134504,68.19859051364821,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,56
524,3.0,R Goal,56:02:16,56:04:16,56:05:16,,B4,d5,s16,nan,nan,,d,5,4,5,0,5,1,5.0990195135927845,78.6900675259798,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s16,56
527,3.0,R Shot Wide,56:25:17,56:27:17,56:28:17,,TB,g3,OT 1,Big Chance,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,0,0,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,OT 1,56
533,4.0,R Goal,56:53:10,56:55:10,56:56:10,,TG,f11,s13,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s13,56
534,5.0,R Goal,57:05:17,57:07:17,57:08:17,,TG,f10,s17,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s17,57
536,1.0,L Shot Wide,57:19:12,57:21:12,57:22:12,,B4,g6,OT 8,nan,nan,,g,6,7,6,0,6,2,6.324555320336759,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,57
538,5.0,R Shot On,57:36:12,57:38:12,57:39:12,,B4,f3,s10,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s10,57
541,7.0,R Goal,58:04:21,58:06:21,58:07:21,,TG,f7,s11,Long Range,nan,,f,7,6,6,13,7,1,7.0710678118654755,81.869897645844,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s11,58
546,2.0,L Shot Wide,58:37:22,58:39:22,58:40:22,,TG,g10,OT 3,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 3,58
548,6.0,R Shot On,59:38:21,59:40:21,59:41:21,,B5,f2,s22,Bloopers,Big Chance,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,s22,59
549,7.0,R Shot On,59:55:14,59:57:14,59:58:14,,B4,c12,s4,HLs,nan,,c,12,3,12,13,1,2,2.23606797749979,26.56505117707799,1,1,0,0,0,0,0,Big Chance,nan,R Shot On,0,0,s4,59
570,1.0,L Goal,62:49:03,62:51:03,62:52:03,,TG,c11,s8,nan,nan,,c,11,3,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s8,62
573,8.0,R Goal,63:53:08,63:55:08,63:56:08,,TB,d1,s13,Tap In,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,1,nan,nan,L Grounded Pass,0,1,s13,63
584,4.0,R Shot Wide,65:45:09,65:47:09,65:48:09,,B6,a3,OT 8,nan,nan,,a,3,1,3,0,3,4,5.0,36.86989764584402,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,65
593,5.0,R Shot Wide,66:41:22,66:43:22,66:44:22,,B4,c4,OT 8,nan,nan,,c,4,3,4,0,4,2,4.47213595499958,63.43494882292201,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 8,66
601,1.0,L Shot On,67:31:05,67:33:05,67:34:05,,B4,f6,s9,nan,nan,,f,6,6,6,0,6,1,6.082762530298219,80.53767779197439,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s9,67
608,9.0,R Goal,68:58:12,69:00:12,69:01:12,,TB,e1,s16,nan,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s16,69
613,2.0,L Shot On,69:37:10,69:39:10,69:40:10,,B4,i3,s8,nan,nan,,i,3,9,3,0,3,4,5.0,36.86989764584402,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s8,69
627,6.0,R Shot Wide,72:57:08,72:59:08,73:00:08,,B4,c10,OT 5,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 5,72
632,10.0,R Goal,73:51:00,73:53:00,73:54:00,,B5,c3,s3,nan,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s3,73
639,1.0,L Goal,01:11:01,01:13:01,01:14:01,,TB,d9,s8,nan,nan,,d,9,4,9,13,4,1,4.123105625617661,75.96375653207352,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s8,1
643,1.0,R Goal,01:43:16,01:45:16,01:46:16,,TB,d11,s10,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,1
649,2.0,L Goal,02:41:23,02:43:23,02:44:23,,G5,d3,s20,Solo Goal,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s20,2
650,2.0,R Goal,03:08:05,03:10:05,03:11:05,,TG,d1,s22,nan,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,L Goal,0,0,s22,3
660,1.0,R Shot On,04:28:16,04:30:16,04:31:16,,B2,h10,s16,nan,nan,,h,10,8,10,13,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,4
671,3.0,L Goal,07:13:09,07:15:09,07:16:09,,TG,f7,s23,Long Range,nan,,f,7,6,6,13,7,1,7.0710678118654755,81.869897645844,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s23,7
677,2.0,R Shot On,07:38:03,07:40:03,07:41:03,,B2,h8,s16,nan,nan,,h,8,8,8,13,5,3,5.830951894845301,59.03624346792647,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,7
679,4.0,L Goal,08:04:10,08:06:10,08:07:10,,TB,f12,s14,nan,nan,,f,12,6,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s14,8
689,3.0,R Goal,09:26:09,09:28:09,09:29:09,,B2,f10,s23,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s23,9
691,4.0,R Goal,09:44:09,09:46:09,09:47:09,,B2,g10,s13,HLs,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s13,9
692,3.0,R Shot On,10:00:24,10:02:24,10:03:24,,B2,h11,s11,nan,nan,,h,11,8,11,13,2,3,3.605551275463989,33.69006752597979,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s11,10
698,1.0,R Shot Wide,11:01:17,11:03:17,11:04:17,,G5,b5,OT 5,nan,nan,,b,5,2,5,0,5,3,5.830951894845301,59.03624346792647,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 5,11
699,1.0,H Shot On,11:58:14,12:00:14,12:01:14,,TG,c2,s17,HLs,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,1,0,0,0,nan,nan,R Shot Wide,0,0,s17,12
702,5.0,L Goal,13:26:02,13:28:02,13:29:02,,TB,c11,s9,nan,nan,,c,11,3,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s9,13
705,6.0,L Goal,14:49:21,14:51:21,14:52:21,,TG,e3,s21,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,14
707,5.0,R Goal,15:58:13,16:00:13,16:01:13,,TG,f2,s14,Tap In,Big Chance,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s14,16
709,4.0,R Shot On,16:18:13,16:20:13,16:21:13,,G5,d3,s11,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s11,16
710,6.0,R Goal,16:23:01,16:25:01,16:26:01,,TG,f2,s24,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s24,16
713,2.0,R Shot Wide,16:47:00,16:49:00,16:50:00,,G5,a6,OT 4,nan,nan,,a,6,1,6,0,6,4,7.211102550927978,56.30993247402022,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 4,16
716,7.0,L Goal,17:54:03,17:56:03,17:57:03,,TG,f2,s20,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s20,17
718,3.0,R Shot Wide,18:25:01,18:27:01,18:28:01,,G5,c8,OT 4,nan,nan,,c,8,3,8,13,5,2,5.385164807134504,68.19859051364821,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 4,18
720,7.0,R Goal,19:09:12,19:11:12,19:12:12,,TG,f1,s21,nan,nan,,f,1,6,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,19
727,1.0,L Shot Wide,20:50:20,20:52:20,20:53:20,,TG,f3,OT 8,HLs,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,20
736,1.0,L Shot On,40:35:23,40:37:23,40:38:23,,B4,b10,s14,nan,nan,,b,10,2,10,13,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s14,40
739,1.0,R Shot On,40:50:19,40:52:19,40:53:19,,B3,g10,s11,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s11,40
741,1.0,L Shot Wide,41:08:03,41:10:03,41:11:03,,B3,g9,OT 8,HLs,nan,,g,9,7,9,13,4,2,4.47213595499958,63.43494882292201,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 8,41
742,1.0,R Goal,41:21:15,41:23:15,41:24:15,,B4,f10,s16,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,L Shot Wide,0,0,s16,41
748,2.0,R Goal,41:37:00,41:39:00,41:40:00,,G5,e3,s19,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s19,41
759,2.0,L Shot On,42:59:09,43:01:09,43:02:09,,G4,f2,s8,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s8,43
762,1.0,R Shot Wide,43:14:02,43:16:02,43:17:02,,B4,f10,OT 7,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 7,43
763,2.0,R Shot On,43:31:00,43:33:00,43:34:00,,B4,d9,s15,nan,nan,,d,9,4,9,13,4,1,4.123105625617661,75.96375653207352,1,1,0,0,0,0,0,nan,nan,R Shot Wide,0,0,s15,43
765,3.0,R Shot On,43:37:12,43:39:12,43:40:12,,G5,d3,s16,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s16,43
766,3.0,R Goal,43:38:15,43:40:15,43:41:15,,G5,d3,s19,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s19,43
775,4.0,R Goal,44:27:07,44:29:07,44:30:07,,TG,e2,s16,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,44
783,4.0,R Shot On,45:26:20,45:28:20,45:29:20,,B3,f9,s10,nan,nan,,f,9,6,9,13,4,1,4.123105625617661,75.96375653207352,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,45
788,5.0,R Shot On,45:55:14,45:57:14,45:58:14,,B1,f8,s16,nan,nan,,f,8,6,8,13,5,1,5.0990195135927845,78.6900675259798,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,45
795,6.0,R Shot On,46:35:09,46:37:09,46:38:09,,B5,c10,s8,Big Chance,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,1,0,0,nan,nan,R Unsucc Pass,0,0,s8,46
800,7.0,R Shot On,47:16:20,47:18:20,47:19:20,,B3,h3,s18,nan,nan,,h,3,8,3,0,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s18,47
801,1.0,R Shot Post,47:45:01,47:47:01,47:48:01,,G4,f1,s18,nan,nan,,f,1,6,1,0,1,1,1.4142135623730951,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,s18,47
809,8.0,R Shot On,48:18:18,48:20:18,48:21:18,,G5,d2,s16,Big Chance,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,1,0,0,Through Ball,nan,R Grounded Pass,1,1,s16,48
824,9.0,R Shot On,49:33:23,49:35:23,49:36:23,,G3,g6,s9,nan,nan,,g,6,7,6,0,6,2,6.324555320336759,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s9,49
826,10.0,R Shot On,49:49:16,49:51:16,49:52:16,,B1,f9,s22,nan,nan,,f,9,6,9,13,4,1,4.123105625617661,75.96375653207352,1,1,0,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s22,49
827,2.0,R Shot Wide,49:56:22,49:58:22,49:59:22,,B5,c10,OT 8,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,OT 8,49
832,11.0,R Shot On,50:55:11,50:57:11,50:58:11,,B5,e9,s4,nan,nan,,e,9,5,9,13,4,0,4.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s4,50
834,12.0,R Shot On,51:08:05,51:10:05,51:11:05,,B1,g10,s15,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s15,51
846,3.0,R Shot Wide,52:29:11,52:31:11,52:32:11,,B3,c10,OT 8,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,52
848,5.0,R Goal,52:47:09,52:49:09,52:50:09,,B3,e10,s23,nan,nan,,e,10,5,10,13,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s23,52
852,1.0,R Shot On,43:14:15,43:16:15,43:17:15,,B5,c3,s17,nan,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s17,43
859,1.0,R Shot Post,43:58:00,44:00:00,44:01:00,,G1,d11,s13,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s13,44
861,1.0,R Shot Wide,44:06:14,44:08:14,44:09:14,,B4,b5,OT 7,nan,nan,,b,5,2,5,0,5,3,5.830951894845301,59.03624346792647,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 7,44
863,2.0,R Shot On,44:24:19,44:26:19,44:27:19,,B4,c2,s10,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,44
866,1.0,L Shot On,45:07:03,45:09:03,45:10:03,,B3,e5,s8,nan,nan,,e,5,5,5,0,5,0,5.0,90.0,1,1,0,0,0,0,0,Through Ball,nan,R Aerial Pass,1,0,s8,45
872,1.0,R Goal,46:05:06,46:07:06,46:08:15,,TG,c10,s8,Counter Attack,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,1,0,nan,nan,R Grounded Pass,0,1,s8,46
876,1.0,L Goal,46:20:02,46:22:02,46:23:02,,B5,g2,s22,HLs,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,Through Ball,nan,L Grounded Pass,1,1,s22,46
881,3.0,R Shot On,46:48:24,46:50:24,46:51:24,,B4,e2,s16,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,46
882,2.0,R Goal,46:50:07,46:52:07,46:53:07,,B4,e2,s17,Big Chance,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,1,0,0,nan,nan,R Shot On,0,0,s17,46
891,2.0,L Shot On,47:50:07,47:52:07,47:53:07,,B5,c4,s12,nan,nan,,c,4,3,4,0,4,2,4.47213595499958,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s12,47
893,4.0,R Shot On,48:07:12,48:09:12,48:10:12,,B4,d3,s10,HLs,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,48
901,5.0,R Shot On,49:33:15,49:35:15,49:36:15,,B4,e6,s16,nan,nan,,e,6,5,6,0,6,0,6.0,90.0,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s16,49
902,6.0,R Shot On,49:35:22,49:37:22,49:38:22,,B5,e3,s16,Big Chance,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,0,0,1,0,0,nan,nan,R Shot On,0,0,s16,49
907,7.0,R Shot On,50:25:01,50:27:01,50:28:01,,B4,c4,s16,nan,nan,,c,4,3,4,0,4,2,4.47213595499958,63.43494882292201,1,1,0,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s16,50
910,3.0,L Shot On,50:40:17,50:42:17,50:43:17,,TB,g2,s10,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,HLs,nan,R Aerial Pass,0,0,s10,50
913,3.0,R Goal,50:51:20,50:53:20,50:56:02,,TB,f2,s10,Big Chance,Tap In,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,L Grounded Pass,0,1,s10,50
929,4.0,R Goal,52:48:09,52:50:09,52:51:09,,B4,g3,s20,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,52
934,8.0,R Shot On,53:10:14,53:12:14,53:13:14,,B4,d3,s16,HLs,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,53
937,9.0,R Shot On,53:35:02,53:37:02,53:38:02,,G4,g10,s16,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,53
941,10.0,R Shot On,54:05:00,54:07:00,54:08:00,,B5,d5,s24,HLs,nan,,d,5,4,5,0,5,1,5.0990195135927845,78.6900675259798,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s24,54
947,5.0,R Goal,54:48:14,54:50:14,54:51:14,,G1,e8,s13,nan,nan,,e,8,5,8,13,5,0,5.0,90.0,1,1,1,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s13,54
948,11.0,R Shot On,54:53:21,54:55:21,54:56:21,,G4,f10,s15,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s15,54
950,2.0,R Shot Wide,55:07:08,55:09:08,55:10:08,,B4,a2,OT 3,nan,nan,,a,2,1,2,0,2,4,4.47213595499958,26.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 3,55
954,6.0,R Goal,55:15:11,55:17:11,55:18:11,,G4,f11,s6,Tap In,Big Chance,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s6,55
956,3.0,R Shot Wide,55:24:06,55:26:06,55:27:06,,TB,f2,OT 1,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,OT 1,55
962,7.0,R Goal,56:04:04,56:06:04,56:07:04,,G5,f9,s18,nan,nan,,f,9,6,9,13,4,1,4.123105625617661,75.96375653207352,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s18,56
964,4.0,L Shot On,56:12:19,56:14:19,56:15:19,,B5,c2,s3,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,Through Ball,nan,R Aerial Pass,1,0,s3,56
966,12.0,R Shot On,56:19:10,56:21:10,56:22:10,,G4,g9,s10,nan,nan,,g,9,7,9,13,4,2,4.47213595499958,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,56
972,5.0,L Shot On,56:44:16,56:46:16,56:47:16,,B3,d3,s2,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s2,56
975,4.0,R Shot Wide,57:30:14,57:32:14,57:33:14,,TB,f3,OT 5,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 5,57
977,13.0,R Shot On,57:45:09,57:47:09,57:48:09,,TB,h3,s10,nan,nan,,h,3,8,3,0,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s10,57
980,14.0,R Shot On,57:58:13,58:00:13,58:01:13,,B5,b8,s4,nan,nan,,b,8,2,8,13,5,3,5.830951894845301,59.03624346792647,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s4,58
984,8.0,R Goal,58:17:08,58:19:08,58:20:08,,TB,g2,s11,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s11,58
994,9.0,R Goal,59:41:05,59:43:05,59:44:05,,G5,e11,s15,Tap In,Big Chance,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s15,59
