indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6,shotXPrelim,shotYPrelim,shotX,shotY,goalpoint,distY,distX,shotDist,shotAng,isShot,isOnTarget,isGoal,isHeader,isBigChance,isCounter,isTapIn,prevD5,prevD6,prevCat,isThroughball,isGround,goalLoc,minute
1517,6.0,R Shot On,43:53:18,43:55:18,43:56:18,,B2,g2,s15,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s15,43
1524,5.0,R Shot Wide,44:17:17,44:19:17,44:20:17,,B5,b2,OT 8,nan,nan,,b,2,2,2,0,2,3,3.605551275463989,33.69006752597979,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,44
1527,4.0,R Goal,44:34:21,44:36:21,44:40:12,,B5,c4,s11,Counter Attack,nan,,c,4,3,4,0,4,2,4.47213595499958,63.43494882292201,1,1,1,0,0,1,0,nan,nan,R Grounded Pass,0,1,s11,44
1528,5.0,R Goal,44:49:22,44:51:22,44:52:22,,B2,e2,s11,Big Chance,Tap In,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,1,0,1,nan,nan,R Goal,0,0,s11,44
1529,6.0,R Goal,45:13:13,45:15:13,45:17:04,,B6,d6,s10,Long Range,nan,,d,6,4,7,0,7,1,7.0710678118654755,81.869897645844,1,1,1,0,0,0,0,Tap In,nan,R Goal,0,0,s10,45
1540,6.0,R Shot Wide,47:58:16,48:00:16,48:01:16,,B5,c2,OT 2,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 2,48
1543,7.0,R Shot Wide,48:33:21,48:35:21,48:36:21,,B5,d3,OT 1,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,48
1545,7.0,R Goal,49:11:07,49:13:07,49:14:07,,B3,c5,s16,nan,nan,,c,5,3,5,0,5,2,5.385164807134504,68.19859051364821,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s16,49
1546,3.0,L Shot On,49:25:05,49:27:05,49:28:05,,B3,e5,s10,nan,nan,,e,5,5,5,0,5,0,5.0,90.0,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s10,49
1548,7.0,R Shot On,51:02:04,51:04:04,51:05:04,,B6,e6,s12,nan,nan,,e,6,5,6,0,6,0,6.0,90.0,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s12,51
1558,4.0,L Shot On,55:19:23,55:21:23,55:22:23,,B1,d3,s23,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s23,55
1561,8.0,R Goal,55:38:20,55:40:20,55:41:20,,B3,e2,s18,Solo Goal,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s18,55
1562,4.0,L Shot Wide,55:55:24,55:57:24,55:58:24,,B3,f5,OT 1,nan,nan,,f,5,6,5,0,5,1,5.0990195135927845,78.6900675259798,1,0,0,0,0,0,0,nan,nan,R Goal,0,0,OT 1,55
1563,2.0,L Goal,56:59:20,57:01:20,57:02:20,,B3,g7,s20,Long Range,nan,,g,7,7,6,13,7,2,7.280109889280518,74.05460409907715,1,1,1,0,0,0,0,nan,nan,L Shot Wide,0,0,s20,57
1572,5.0,L Shot Wide,59:04:11,59:06:11,59:07:11,,B1,i6,OT 6,nan,nan,,i,6,9,6,0,6,4,7.211102550927978,56.30993247402022,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 6,59
1573,9.0,R Goal,59:19:20,59:21:20,59:22:20,,B3,b3,s19,Solo Goal,nan,,b,3,2,3,0,3,3,4.242640687119285,45.00000000000001,1,1,1,0,0,0,0,nan,nan,L Shot Wide,0,0,s19,59
1575,8.0,R Shot Wide,59:58:06,60:00:06,60:01:06,,B3,e7,OT 1,nan,nan,,e,7,5,7,13,6,0,6.0,90.0,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,OT 1,60
1576,10.0,R Goal,60:09:07,60:11:07,60:12:07,,B3,a2,s13,nan,nan,,a,2,1,2,0,2,4,4.47213595499958,26.56505117707799,1,1,1,0,0,0,0,nan,nan,R Shot Wide,0,0,s13,60
1579,8.0,R Shot On,60:29:17,60:31:17,60:32:17,,B1,d3,s16,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s16,60
1580,9.0,R Shot Wide,60:31:15,60:33:15,60:34:15,,B5,g2,OT 8,Bloopers,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,OT 8,60
1584,10.0,R Shot Wide,61:25:00,61:27:00,61:28:00,,B5,b3,OT 1,nan,nan,,b,3,2,3,0,3,3,4.242640687119285,45.00000000000001,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,61
1587,11.0,R Shot Wide,61:49:19,61:51:19,61:52:19,,B5,d2,OT 5,nan,nan,,d,2,4,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 5,61
1591,12.0,R Shot Wide,62:22:04,62:24:04,62:25:04,,B3,g1,OT 1,nan,nan,,g,1,7,1,0,1,2,2.23606797749979,26.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,62
1599,1.0,R Goal,55:10:19,55:12:19,55:13:19,,TB,c2,s13,Big Chance,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,1,0,0,Through Ball,nan,R Aerial Pass,1,0,s13,55
1605,1.0,R Shot Wide,56:05:00,56:07:00,56:08:00,,G1,e10,OT 8,nan,nan,,e,10,5,10,13,3,0,3.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 8,56
1607,2.0,R Goal,56:21:06,56:23:06,56:24:06,,TB,e2,s20,nan,nan,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s20,56
1618,1.0,R Shot On,57:18:03,57:20:03,57:21:03,,B4,d3,s16,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,57
1622,2.0,R Shot On,58:03:11,58:05:11,58:06:11,,B4,f6,s21,nan,nan,,f,6,6,6,0,6,1,6.082762530298219,80.53767779197439,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,58
1634,3.0,R Goal,60:05:19,60:07:19,60:08:19,,TB,c2,s16,nan,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,60
1636,4.0,R Goal,60:12:12,60:14:12,60:17:17,,G1,f11,s10,Big Chance,Tap In,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s10,60
1638,1.0,R Shot Post,60:23:02,60:25:02,60:26:02,,B4,d3,s6,HLs,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s6,60
1645,5.0,R Goal,60:52:20,60:54:20,60:55:20,,TB,g3,s20,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,60
1647,3.0,R Shot On,61:11:02,61:13:02,61:14:02,,G1,b10,s15,nan,nan,,b,10,2,10,13,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s15,61
1651,2.0,R Shot Post,61:26:23,61:28:23,61:29:23,,G1,e12,s18,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s18,61
1652,1.0,Own Goal,61:30:07,61:32:07,61:33:07,,TB,e12,s21,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot Post,0,0,s21,61
1654,3.0,R Shot Post,61:40:14,61:42:14,61:43:14,,TB,b3,s6,nan,nan,,b,3,2,3,0,3,3,4.242640687119285,45.00000000000001,1,0,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,s6,61
1655,6.0,R Goal,61:54:12,61:56:12,61:57:12,,TB,e3,s20,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot Post,0,0,s20,61
1660,7.0,R Goal,62:31:03,62:33:03,62:34:03,,B4,e3,s2,Big Chance,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s2,62
1674,2.0,R Shot Wide,63:21:23,63:23:23,63:24:23,,G1,e9,OT 7,nan,nan,,e,9,5,9,13,4,0,4.0,90.0,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 7,63
1687,3.0,R Shot Wide,64:50:08,64:52:08,64:53:08,,B4,f4,OT 6,Bloopers,nan,,f,4,6,4,0,4,1,4.123105625617661,75.96375653207352,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 6,64
1691,1.0,L Shot Wide,65:22:20,65:24:20,65:25:20,,B2,g6,OT 6,nan,nan,,g,6,7,6,0,6,2,6.324555320336759,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 6,65
1698,4.0,R Shot On,66:38:19,66:40:19,66:41:19,,G1,f11,s10,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,66
1699,4.0,R Shot Wide,66:48:21,66:50:21,66:51:21,,G1,f7,OT 6,nan,nan,,f,7,6,7,13,6,1,6.082762530298219,80.53767779197439,1,0,0,0,0,0,0,nan,nan,R Shot On,0,0,OT 6,66
1701,1.0,R Goal,52:34:15,52:36:15,52:37:15,,G4,e10,s7,Big Chance,nan,,e,10,5,10,13,3,0,3.0,90.0,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s7,52
1707,1.0,R Shot On,53:46:04,53:48:04,53:49:04,,G3,g11,s17,nan,nan,,g,11,7,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s17,53
1716,2.0,R Goal,55:06:14,55:08:14,55:09:14,,TB,f1,s11,Big Chance,Tap In,,f,1,6,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,1,0,1,nan,nan,L Grounded Pass,0,1,s11,55
1718,3.0,R Goal,55:27:08,55:29:08,55:30:08,,TB,f3,s22,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,55
1721,4.0,R Goal,55:51:01,55:53:01,55:56:04,,TB,f2,s14,Big Chance,Tap In,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s14,55
1723,5.0,R Goal,56:12:06,56:14:06,56:15:06,,TB,e1,s22,Big Chance,Tap In,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s22,56
1731,1.0,R Shot Wide,57:30:19,57:32:19,57:33:19,,G3,g9,OT 6,nan,nan,,g,9,7,9,13,4,2,4.47213595499958,63.43494882292201,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 6,57
1735,1.0,L Goal,57:56:05,57:58:05,57:59:05,,TB,f2,s20,Big Chance,Tap In,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Unsucc Pass,0,0,s20,57
1736,1.0,H Shot On,58:02:22,58:04:22,58:05:22,,G3,e12,s23,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,0,1,0,0,0,Tap In,nan,L Goal,0,0,s23,58
1737,6.0,R Goal,58:14:20,58:16:20,58:17:20,,G1,e11,s21,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,1,0,0,0,0,nan,nan,H Shot On,0,0,s21,58
1740,7.0,R Goal,58:39:05,58:41:05,58:42:05,,TB,e3,s21,nan,nan,,e,3,5,3,0,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s21,58
1743,2.0,R Shot On,59:24:04,59:26:04,59:27:04,,G3,a10,s10,nan,nan,,a,10,1,10,13,3,4,5.0,36.86989764584402,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s10,59
1745,3.0,R Shot On,59:51:11,59:53:11,59:54:11,,G4,e11,s17,nan,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s17,59
1748,8.0,R Goal,60:01:12,60:03:12,60:04:12,,G3,g10,s5,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,L Grounded Pass,0,1,s5,60
1749,4.0,R Shot On,60:27:09,60:29:09,60:30:09,,G3,i4,s9,nan,nan,,i,4,9,4,0,4,4,5.656854249492381,44.99999999999999,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s9,60
1756,9.0,R Goal,61:42:19,61:44:19,61:45:19,,TB,e1,s22,nan,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,L Unsucc Pass,0,0,s22,61
1760,2.0,R Shot Wide,62:11:15,62:13:15,62:14:15,,G4,f6,OT 5,nan,nan,,f,6,6,6,0,6,1,6.082762530298219,80.53767779197439,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,OT 5,62
1774,10.0,R Goal,65:31:00,65:33:00,65:34:00,,G3,g10,s11,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s11,65
1775,5.0,R Shot On,66:09:12,66:11:12,66:12:12,,G4,d10,s17,nan,nan,,d,10,4,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Goal,0,0,s17,66
1777,1.0,Own Goal,66:26:19,66:28:19,66:29:19,,TG,e1,s22,nan,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,66
1780,11.0,R Goal,66:58:08,67:00:08,67:01:08,,TB,c2,s22,Solo Goal,HLs,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,67
1781,1.0,L Shot On,67:05:08,67:07:08,67:08:08,,G4,c11,s9,nan,nan,,c,11,3,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,0,0,0,0,0,HLs,nan,R Goal,0,0,s9,67
1782,12.0,R Goal,67:10:13,67:12:13,67:13:13,,G4,c11,s9,nan,nan,,c,11,3,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,L Shot On,0,0,s9,67
1783,2.0,L Goal,67:19:20,67:21:20,67:22:20,,TB,e1,s21,Tap In,nan,,e,1,5,1,0,1,0,1.0,90.0,1,1,1,0,0,0,1,nan,nan,R Goal,0,0,s21,67
1789,13.0,R Goal,69:22:15,69:24:15,69:25:15,,TG,f12,s22,Big Chance,nan,,f,12,6,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s22,69
1792,1.0,R Shot Post,31:07:09,31:09:09,31:10:09,,B5,f4,s13,nan,nan,,f,4,6,4,0,4,1,4.123105625617661,75.96375653207352,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s13,31
1793,1.0,R Goal,31:14:01,31:16:01,31:17:01,,TG,g10,s13,nan,nan,,g,10,7,10,13,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Shot Post,0,0,s13,31
1796,2.0,R Goal,31:54:11,31:56:11,31:57:11,,TG,f10,s16,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,Blunder,nan,R Unsucc Pass,0,0,s16,31
1797,3.0,R Goal,32:04:08,32:06:08,32:07:08,,TG,c8,s8,nan,nan,,c,8,3,8,13,5,2,5.385164807134504,68.19859051364821,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s8,32
1799,1.0,R Shot Wide,32:49:11,32:51:11,32:52:11,,B5,f10,OT 8,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,OT 8,32
1804,4.0,R Goal,33:22:12,33:24:12,33:25:12,,TB,d1,s22,nan,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s22,33
1807,1.0,R Shot On,33:52:17,33:54:17,33:55:17,,B1,b4,s5,nan,nan,,b,4,2,4,0,4,3,5.0,53.13010235415599,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s5,33
1808,2.0,R Shot On,34:08:10,34:10:10,34:11:10,,B3,f2,s21,nan,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,0,0,0,0,0,nan,nan,R Shot On,0,0,s21,34
1809,5.0,R Goal,34:15:04,34:17:04,34:18:04,,TG,e12,s20,nan,nan,,e,12,5,12,13,1,0,1.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s20,34
1813,3.0,R Shot On,35:24:03,35:26:03,35:27:03,,B1,d3,s22,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s22,35
1817,1.0,L Goal,36:05:18,36:07:18,36:08:18,,TB,g3,s20,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s20,36
1821,1.0,L Shot Wide,36:36:05,36:38:05,36:39:05,,B1,d1,OT 1,nan,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,0,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,OT 1,36
1827,2.0,R Shot Post,37:53:18,37:55:18,37:57:12,,B5,a2,s13,nan,nan,,a,2,1,2,0,2,4,4.47213595499958,26.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s13,37
1828,2.0,L Goal,38:20:06,38:22:06,38:23:06,,TG,f11,s14,nan,nan,,f,11,6,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,R Shot Post,0,0,s14,38
1831,2.0,R Shot Wide,38:43:22,38:45:22,38:46:22,,B1,g3,OT 4,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 4,38
1835,3.0,L Goal,39:48:00,39:50:00,39:51:00,,TB,g3,s14,nan,nan,,g,3,7,3,0,3,2,3.605551275463989,56.30993247402022,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s14,39
1836,6.0,R Goal,39:56:18,39:58:18,39:59:18,,TG,d11,s16,nan,nan,,d,11,4,11,13,2,1,2.23606797749979,63.43494882292201,1,1,1,0,0,0,0,nan,nan,L Goal,0,0,s16,39
1839,4.0,R Shot On,40:12:02,40:14:02,40:15:02,,B5,d3,s16,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s16,40
1841,3.0,R Shot Wide,41:07:01,41:09:01,41:10:01,,B5,a3,OT 8,nan,nan,,a,3,1,3,0,3,4,5.0,36.86989764584402,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,OT 8,41
1845,4.0,R Shot Wide,42:05:12,42:07:12,42:08:12,,B5,c6,OT 1,nan,nan,,c,6,3,6,0,6,2,6.324555320336759,71.56505117707799,1,0,0,0,0,0,0,nan,nan,L Unsucc Pass,0,0,OT 1,42
1849,5.0,R Shot On,43:07:20,43:09:20,43:10:20,,B5,d3,s22,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,43
1850,7.0,R Goal,43:09:04,43:11:04,43:12:04,,B5,d3,s22,nan,nan,,d,3,4,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Shot On,0,0,s22,43
1851,8.0,R Goal,43:36:12,43:38:12,43:39:12,,TG,d12,s18,nan,nan,,d,12,4,12,13,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Goal,0,0,s18,43
1854,9.0,R Goal,44:07:06,44:09:06,44:10:06,,B5,g4,s14,Big Chance,nan,,g,4,7,4,0,4,2,4.47213595499958,63.43494882292201,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s14,44
1860,5.0,R Shot Wide,46:09:06,46:11:06,46:12:06,,B5,g2,OT 6,nan,nan,,g,2,7,2,0,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 6,46
1864,10.0,R Goal,47:48:20,47:50:20,47:55:21,,TB,c2,s21,HLs,nan,,c,2,3,2,0,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s21,47
1874,11.0,R Goal,50:05:11,50:07:11,50:08:11,,TB,f2,s9,Big Chance,Tap In,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,1,1,0,1,0,1,nan,nan,R Grounded Pass,0,1,s9,50
1881,3.0,R Shot Post,52:05:13,52:07:13,52:08:13,,B5,a4,s6,HLs,nan,,a,4,1,4,0,4,4,5.656854249492381,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s6,52
1882,12.0,R Goal,52:34:11,52:36:11,52:37:11,,B5,e9,s16,Long Range,nan,,e,9,5,4,13,9,0,9.0,90.0,1,1,1,0,0,0,0,nan,nan,R Shot Post,0,0,s16,52
1889,13.0,R Goal,53:15:07,53:17:07,53:18:07,,B3,f3,s17,Big Chance,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s17,53
1892,14.0,R Goal,53:52:21,53:54:21,53:55:21,,B1,e2,s21,Big Chance,Tap In,,e,2,5,2,0,2,0,2.0,90.0,1,1,1,0,1,0,1,nan,nan,L Grounded Pass,0,1,s21,53
1893,4.0,L Goal,55:03:00,55:05:00,55:06:00,,TG,g11,s7,nan,nan,,g,11,7,11,13,2,2,2.8284271247461903,44.99999999999999,1,1,1,0,0,0,0,Tap In,nan,R Goal,0,0,s7,55
1895,6.0,R Shot Wide,56:03:23,56:05:23,56:06:23,,B1,g11,OT 1,nan,nan,,g,11,7,11,13,2,2,2.8284271247461903,44.99999999999999,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,56
1896,5.0,L Goal,57:10:24,57:12:24,57:13:24,,TG,f10,s8,nan,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,0,0,0,nan,nan,R Shot Wide,0,0,s8,57
1899,15.0,R Goal,57:32:05,57:34:05,57:35:05,,TG,e10,s9,nan,nan,,e,10,5,10,13,3,0,3.0,90.0,1,1,1,0,0,0,0,nan,nan,R Unsucc Pass,0,0,s9,57
1905,6.0,L Goal,58:50:07,58:52:07,58:53:07,,B3,d1,s22,nan,nan,,d,1,4,1,0,1,1,1.4142135623730951,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s22,58
1907,7.0,R Shot Wide,59:08:13,59:10:13,59:11:13,,B5,c3,OT 1,nan,nan,,c,3,3,3,0,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,Through Ball,nan,R Grounded Pass,1,1,OT 1,59
1910,16.0,R Goal,59:21:21,59:23:21,59:24:21,,B5,a4,s9,HLs,nan,,a,4,1,4,0,4,4,5.656854249492381,44.99999999999999,1,1,1,0,0,0,0,nan,nan,R Grounded Pass,0,1,s9,59
1918,1.0,R Shot On,29:32:19,29:34:19,29:35:19,,B4,f9,s15,HLs,nan,,f,9,6,9,13,4,1,4.123105625617661,75.96375653207352,1,1,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,s15,29
1924,2.0,R Shot On,30:43:00,30:45:00,30:46:00,,B4,e11,s17,Big Chance,nan,,e,11,5,11,13,2,0,2.0,90.0,1,1,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,s17,30
1927,3.0,R Shot On,30:48:04,30:50:04,30:51:04,,TB,g12,s17,Big Chance,nan,,g,12,7,12,13,1,2,2.23606797749979,26.56505117707799,1,1,0,0,1,0,0,nan,nan,L Grounded Pass,0,1,s17,30
1930,4.0,R Shot On,31:39:20,31:41:20,31:42:20,,B4,b9,s9,HLs,nan,,b,9,2,9,13,4,3,5.0,53.13010235415599,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s9,31
1936,1.0,R Shot Post,32:21:02,32:23:02,32:24:02,,TB,b9,s4,HLs,nan,,b,9,2,9,13,4,3,5.0,53.13010235415599,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s4,32
1938,1.0,L Shot Wide,32:50:01,32:52:01,32:53:01,,TG,f2,OT 1,Big Chance,nan,,f,2,6,2,0,2,1,2.23606797749979,63.43494882292201,1,0,0,0,1,0,0,nan,nan,R Grounded Pass,0,1,OT 1,32
1943,2.0,L Shot Wide,33:48:13,33:50:13,33:51:13,,TB,c10,OT 2,nan,nan,,c,10,3,10,13,3,2,3.605551275463989,56.30993247402022,1,0,0,0,0,0,0,nan,nan,L Grounded Pass,0,1,OT 2,33
1945,5.0,R Shot On,33:59:08,34:01:08,34:02:08,,TG,b3,s11,nan,nan,,b,3,2,3,0,3,3,4.242640687119285,45.00000000000001,1,1,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,s11,34
1973,6.0,R Shot On,38:35:22,38:37:22,38:38:22,,TB,e10,s15,Big Chance,nan,,e,10,5,10,13,3,0,3.0,90.0,1,1,0,0,1,0,0,HLs,nan,L Grounded Pass,0,1,s15,38
1976,1.0,R Shot Wide,39:02:11,39:04:11,39:05:11,,B4,d9,OT 2,nan,nan,,d,9,4,9,13,4,1,4.123105625617661,75.96375653207352,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 2,39
1983,2.0,R Shot Wide,42:28:12,42:30:12,42:31:12,,TG,f3,OT 1,nan,nan,,f,3,6,3,0,3,1,3.1622776601683795,71.56505117707799,1,0,0,0,0,0,0,nan,nan,R Grounded Pass,0,1,OT 1,42
1989,3.0,R Shot Wide,43:37:22,43:39:22,43:44:16,,G3,e2,OT 1,Big Chance,HLs,,e,2,5,2,0,2,0,2.0,90.0,1,0,0,0,1,0,0,HLs,nan,R Unsucc Pass,0,0,OT 1,43
1992,1.0,R Goal,44:07:01,44:09:01,44:10:01,,TB,f10,s17,Big Chance,nan,,f,10,6,10,13,3,1,3.1622776601683795,71.56505117707799,1,1,1,0,1,0,0,nan,nan,R Grounded Pass,0,1,s17,44
